trial,eval,score,best_score,params
507,3,1609.3907,1937.5562,-0.1602;0.0299;0.8355;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
508,3,1763.5130,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
509,3,1472.5873,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5928;-0.7607;-0.4079;-0.2086;0.6709;0.1448;-0.2284;-1.0000
510,3,1072.1464,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5259;0.2895;-0.2284;-1.0000
511,3,1584.6557,1937.5562,-0.1602;0.0299;0.9529;0.8564;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1108;-1.0000
512,3,892.9163,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1800;-0.2086;0.6709;0.1535;-0.2284;-1.0000
513,3,1810.8038,1937.5562,-0.1602;0.4352;0.9529;0.8740;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
514,3,1669.4527,1937.5562,-0.4482;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
515,3,1529.6348,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0805;0.4447;0.2895;-0.2284;-1.0000
516,3,1222.3051,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7494;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
517,3,1545.7277,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4169;-0.2086;0.6709;0.2895;-0.2284;-1.0000
518,3,483.6815,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.0932;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
519,3,1711.5285,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6794;0.2895;-0.2284;-1.0000
520,3,1692.1176,1937.5562,-0.1602;0.0299;0.8823;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6674;0.2895;-0.2284;-1.0000
521,3,1588.1493,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1151;-1.0000
522,3,1179.3623,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2584;-0.2284;-1.0000
523,3,1136.8894,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4626;0.2895;-0.2284;-1.0000
524,3,1574.3590,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9824;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8674
525,3,1432.4569,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.4289;0.6709;0.2895;-0.0750;-1.0000
526,3,1760.2390,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.6207;-0.2086;0.6709;0.2895;-0.2284;-1.0000
527,3,997.6820,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3659;0.2895;-0.2284;-1.0000
528,3,993.3779,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6291;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
529,3,1749.4023,1937.5562,-0.1602;0.1005;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
530,3,1370.8303,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7924;-0.4079;-0.2086;0.6709;0.2256;-0.2284;-1.0000
531,3,1477.1269,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6782;-0.7607;-0.4436;-0.2086;0.6709;0.2895;-0.2284;-1.0000
532,3,1777.4153,1937.5562,-0.1333;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
533,3,1744.0384,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4840;-0.2086;0.6709;0.2895;-0.4152;-1.0000
534,3,1570.7346,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7892;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
535,3,1678.2359,1937.5562,-0.1867;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3190;-0.2284;-1.0000
536,3,1746.6898,1937.5562,-0.1424;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8654
537,3,1546.0301,1937.5562,-0.1602;0.0299;0.7235;0.9400;-0.7794;-0.4139;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
538,3,1209.8684,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1049;-0.2284;-1.0000
539,3,1631.6817,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3377;-0.2086;0.6709;0.2895;-0.2284;-1.0000
540,3,1637.3529,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0556;0.6709;0.2895;-0.2284;-1.0000
541,3,1427.9965,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.3058;0.6709;0.2895;-0.1943;-1.0000
542,3,1284.9343,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6599;0.2895;-0.1131;-1.0000
543,3,1737.5411,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9731;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
544,3,1644.7455,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7519;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7715
545,3,1755.8654,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1339;-1.0000
546,3,1880.5868,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9958
547,3,1763.5130,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
548,3,1477.7509,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2780;-0.2086;0.6709;0.2895;-0.2284;-1.0000
549,3,1619.6864,1937.5562,-0.1602;0.0299;0.6728;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
550,3,1701.1755,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3966;-0.2086;0.6709;0.2895;-0.2284;-1.0000
551,3,1805.6289,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7120;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
552,3,1671.2031,1937.5562,-0.1602;0.0449;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
553,3,1371.8226,1937.5562,-0.1987;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
554,3,1704.4676,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1517;0.6709;0.2895;-0.2284;-1.0000
555,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
556,3,1707.7927,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.6496
557,3,1644.3541,1937.5562,-0.0533;0.0299;0.9529;0.9400;-0.7794;-0.6902;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
558,3,1574.2330,1937.5562,-0.1602;0.0299;0.9529;0.8843;-0.7794;-0.7607;-0.4079;-0.1846;0.6709;0.2895;-0.2284;-1.0000
559,3,1131.9617,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9355;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
560,3,1793.4150,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5079;-1.0000
561,3,516.5411,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.2156;0.6709;0.5385;-0.2284;-1.0000
562,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
563,3,837.8935,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;0.0898;-0.2086;0.6709;0.2895;-0.2284;-1.0000
564,3,1559.1621,1937.5562,-0.0961;-0.1843;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
565,3,1601.6190,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1481;-0.2086;0.6709;0.2895;-0.2284;-1.0000
566,3,1578.8056,1937.5562,-0.1602;0.0299;0.9529;0.6195;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
567,3,1665.8106,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6648;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
568,3,1778.4884,1937.5562,-0.1602;0.0299;0.6768;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
569,3,1617.9002,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2785;0.6709;0.2895;-0.2284;-1.0000
570,3,1786.5007,1937.5562,-0.1602;0.0299;0.9529;0.7445;-0.7794;-0.7607;-0.3603;-0.2086;0.6709;0.2895;-0.2284;-1.0000
571,3,1152.7955,1937.5562,-0.1602;0.0299;0.8668;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4966;0.2895;-0.2284;-1.0000
572,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
573,3,1672.2692,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6942;0.2895;-0.2284;-1.0000
574,3,506.4358,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.2188;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
575,3,1713.3440,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4200;-0.2086;0.6709;0.2895;-0.2284;-1.0000
576,3,989.3835,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.4730;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
577,3,1837.4031,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2183;-1.0000
578,3,1439.3337,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0596;0.6709;0.2895;-0.2284;-1.0000
579,3,1620.2725,1937.5562,0.0735;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3020;-0.2284;-1.0000
580,3,934.4677,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5659;-0.2284;-1.0000
581,3,1704.5082,1937.5562,-0.3016;-0.1389;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
582,3,1191.8743,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1172;-0.2284;-1.0000
583,3,1644.3450,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.6895;-0.2086;0.6709;0.2895;-0.2284;-1.0000
584,3,1067.2508,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.3222;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
585,3,1704.9678,1937.5562,-0.1552;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
586,3,1653.5711,1937.5562,-0.1029;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
587,3,809.1318,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.6274;-0.2284;-1.0000
588,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
589,3,1604.4020,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.5226;-0.2086;0.6709;0.2895;0.1824;-1.0000
590,3,1095.2627,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5397;0.2895;-0.2284;-1.0000
591,3,1571.2677,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.5955
592,3,1262.9551,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7107;0.0914;-0.2284;-1.0000
593,3,1709.4124,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.6457;-0.2086;0.6709;0.2895;-0.2284;-1.0000
594,3,968.3540,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.2749;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
595,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
596,3,1707.6032,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4064;-0.2086;0.6709;0.2895;-0.2284;-1.0000
597,3,883.5200,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;0.1458;-0.2086;0.6709;0.2895;-0.2284;-1.0000
598,3,1196.4258,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2551;-0.2284;-1.0000
599,3,1500.3640,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6102;-0.7607;-0.4079;-0.2086;0.6709;0.1927;-0.2284;-1.0000
600,3,1633.2237,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9556;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
601,3,1737.0080,1937.5562,-0.4909;0.0299;0.8946;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
602,3,1734.9562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.5637;-0.5261;-0.2086;0.6709;0.2895;-0.2284;-1.0000
603,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
604,3,1474.7788,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8662;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
605,3,1626.9598,1937.5562,-0.4926;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
606,3,646.7084,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.3323;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2258;-1.0000
607,3,1613.1939,1937.5562,-0.1602;0.0299;0.9529;0.9663;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
608,3,1664.0237,1937.5562,-0.1602;0.0299;0.9529;0.5557;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
609,3,1737.0745,1937.5562,-0.0298;0.0299;0.9529;0.9400;-0.7521;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
610,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
611,3,1246.5903,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1350;-0.2086;0.6709;0.2895;-0.2284;-1.0000
612,3,1833.7018,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9479
613,3,1457.7371,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8400;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8132
614,3,1706.5779,1937.5562,-0.1602;0.0299;0.9529;0.4744;-0.7794;-0.8522;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
615,3,1148.4538,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4975;-0.2086;0.6709;0.4100;-0.2284;-1.0000
616,3,1097.9020,1937.5562,-0.1602;0.0299;0.9529;0.7500;-0.7794;-0.7607;-0.4079;-0.2086;0.4643;0.2895;-0.2284;-1.0000
617,3,1619.6751,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7428;0.2895;-0.2284;-0.8583
618,3,1707.0705,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0379;-1.0000
619,3,1763.9049,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9121
620,3,1588.8711,1937.5562,-0.1602;0.0299;0.9529;0.9125;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
621,3,1730.2605,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1503;-1.0000
622,3,1700.2429,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0359;-1.0000
623,3,1774.0363,1937.5562,-0.1602;0.0299;0.9529;0.9757;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
624,3,1679.8147,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.3531;-0.2284;-1.0000
625,3,1756.2228,1937.5562,-0.1602;0.0299;0.9529;0.9510;-0.7794;-0.7607;-0.5524;-0.2086;0.6709;0.2895;-0.2284;-1.0000
626,3,1556.4870,1937.5562,-0.1602;0.4216;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
627,3,1744.9709,1937.5562,-0.1602;0.0299;0.9529;0.8172;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
628,3,1449.1046,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
629,3,1682.0558,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3911;-1.0000
630,3,1473.0575,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8027;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
631,3,1568.0703,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2161;-0.2086;0.6709;0.2895;-0.2284;-1.0000
632,3,1381.2704,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6490;-0.4079;-0.2086;0.6709;0.1563;-0.2284;-1.0000
633,3,1559.1589,1937.5562,-0.1602;-0.0141;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0818;0.6709;0.2895;-0.2284;-1.0000
634,3,1469.0837,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7056;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
635,3,1730.6912,1937.5562,-0.1602;-0.1734;0.9529;0.9400;-0.7794;-0.7607;-0.3811;-0.2086;0.6709;0.2895;-0.2284;-1.0000
636,3,1120.6411,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9355;-0.4079;-0.2086;0.4432;0.2895;-0.2284;-1.0000
637,3,1105.7434,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9378;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
638,3,1839.7622,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6968;0.2895;-0.2284;-1.0000
639,3,1736.8017,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7284
640,3,1572.6441,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.0940;-1.0000
641,3,1698.6376,1937.5562,-0.1602;0.2993;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0519;-1.0000
642,3,1076.6489,1937.5562,-0.0632;0.0299;0.9529;0.9400;-0.4457;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
643,3,1640.3633,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.7068;-1.0000
644,3,1380.3322,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7045;-0.7607;-0.4079;-0.5702;0.6709;0.2895;-0.2284;-1.0000
645,3,1256.3376,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9563;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
646,3,1192.1905,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.2655;-0.2086;0.6709;0.2895;-0.2284;-1.0000
647,3,994.1668,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8999;-0.4079;0.0531;0.6709;0.2895;-0.2284;-1.0000
648,3,675.6140,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5894;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
649,3,1657.4120,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.5874;-0.6999;-0.2086;0.6709;0.2895;-0.2284;-1.0000
650,3,1539.4307,1937.5562,-0.1602;-0.2721;0.9529;0.9400;-0.7794;-0.7607;-0.5002;-0.2086;0.6709;0.2895;-0.2284;-1.0000
651,3,1337.8042,1937.5562,-0.3569;0.0299;0.9529;0.9400;-0.6056;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
652,3,1359.0249,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7450;-0.4079;-0.2086;0.8500;0.2895;-0.2284;-1.0000
653,3,1705.7105,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.6153;-1.0000
654,3,1633.7005,1937.5562,0.3062;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5990;-1.0000
655,3,981.7597,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0676;0.6709;0.6304;-0.2284;-1.0000
656,3,897.2525,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.1564;-0.2284;-0.6835
657,3,1741.5852,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.5959;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
658,3,757.3368,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9108;0.2895;-0.2012;-1.0000
659,3,1463.4303,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.0064;-1.0000
660,3,1394.9638,1937.5562,-0.2511;0.0299;0.9529;0.9400;-0.7794;-0.4224;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
661,3,1172.5364,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5302;0.2895;-0.2284;-1.0000
662,3,1718.0477,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7242;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
663,3,1658.2160,1937.5562,-0.1602;0.0299;0.9529;0.5078;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
664,3,1675.2854,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.6133;-0.2086;0.6709;0.2895;-0.2175;-1.0000
665,3,1743.4306,1937.5562,-0.1602;0.0299;0.9529;0.9309;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
666,3,1488.2692,1937.5562,-0.1602;0.0299;0.9529;0.6936;-0.7794;-0.7607;-0.4079;-0.2086;0.6185;0.2895;-0.2284;-1.0000
667,3,932.8638,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3619;0.2895;-0.2284;-1.0000
668,3,1654.3864,1937.5562,-0.1602;-0.2510;0.9529;0.8775;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
669,3,1686.2530,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.7724;-1.0000
670,3,1749.8090,1937.5562,-0.0736;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
671,3,1416.6475,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.0375;-0.2086;0.6709;0.2895;-0.2284;-1.0000
672,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
673,3,1688.8676,1937.5562,-0.1602;-0.2181;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
674,3,1677.7881,1937.5562,0.1584;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
