trial,eval,score,best_score,params
843,3,1217.9417,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4524;-0.2284;-1.0000
844,3,1736.4068,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9677;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
845,3,491.9067,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8934;0.2895;-0.2284;-1.0000
846,3,1410.2249,1937.5562,-0.1602;0.0299;0.9815;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1884;-0.2284;-1.0000
847,3,1675.5018,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7716;-0.4079;-0.2086;0.6709;0.2895;-0.3564;-1.0000
848,3,1413.4019,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1898;-0.2327;0.6709;0.2895;-0.2284;-1.0000
849,3,1753.4648,1937.5562,-0.1602;0.0299;0.7147;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
850,3,1759.4777,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.0408;-1.0000
851,3,1306.7110,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6434;0.2895;-0.2284;-1.0000
852,3,1668.3788,1937.5562,-0.1602;0.0299;0.8143;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
853,3,1647.7216,1937.5562,-0.1602;0.0154;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
854,3,1722.5443,1937.5562,-0.1602;0.0704;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1554;0.6709;0.2895;-0.2284;-1.0000
855,3,1398.9376,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1629;-0.2284;-1.0000
856,3,1733.7695,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9858
857,3,1035.0185,1937.5562,-0.3004;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0388;0.6709;0.2895;-0.2284;-1.0000
858,3,1079.8460,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9827;0.2895;-0.1147;-1.0000
859,3,1121.2725,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.2932;0.6709;0.2895;-0.2284;-1.0000
860,3,1366.5920,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4181;-0.2284;-1.0000
861,3,1621.6606,1937.5562,-0.0927;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
862,3,1800.6680,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4687;-0.2086;0.6709;0.2895;-0.2284;-1.0000
863,3,1747.1460,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8370
864,3,1601.1836,1937.5562,-0.2249;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
865,3,1674.3822,1937.5562,-0.1602;-0.1617;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
866,3,612.6906,1937.5562,-0.1602;0.0299;0.9529;0.9578;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5178;-0.2284;-1.0000
867,3,1626.3312,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7546;0.2895;-0.2284;-1.0000
868,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
869,3,1552.2011,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2817;0.6709;0.2895;-0.2284;-1.0000
870,3,1821.5003,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3826;-1.0000
871,3,1680.4583,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7423;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
872,3,1766.2837,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8307;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
873,3,1238.7796,1937.5562,-0.1602;0.2184;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4738;0.2895;-0.2284;-1.0000
874,3,1864.7365,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9559
875,3,1828.0233,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1397;-1.0000
876,3,1625.3420,1937.5562,-0.1602;0.0299;0.9033;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
877,3,1716.6209,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8694;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
878,3,1429.9451,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2735;-0.2284;-1.0000
879,3,1742.8754,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7642;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
880,3,1771.0143,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1821;-1.0000
881,3,1620.1507,1937.5562,-0.1602;0.2276;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
882,3,1734.2894,1937.5562,-0.3648;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
883,3,1497.9144,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.0244;0.6709;0.2895;-0.2284;-1.0000
884,3,1665.2773,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2857;-0.2086;0.6709;0.2895;-0.2284;-1.0000
885,3,1715.2610,1937.5562,-0.1602;0.0299;0.6701;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
886,3,952.5958,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6633;-0.4079;-0.2086;0.9331;0.2895;-0.2284;-1.0000
887,3,1434.5520,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2645;-0.2086;0.6709;0.2895;-0.2284;-1.0000
888,3,1808.4897,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.7323;-0.1900;0.6709;0.2895;-0.2284;-1.0000
889,3,1615.4103,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.1157;0.6709;0.2895;-0.2284;-1.0000
890,3,1505.8948,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8823;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
891,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
892,3,741.3568,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9525;0.4564;-0.2284;-1.0000
893,3,1583.1511,1937.5562,-0.0716;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
894,3,1763.5130,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
895,3,1653.6812,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1144;0.6709;0.2895;-0.2284;-1.0000
896,3,1772.5061,1937.5562,-0.1602;-0.1828;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
897,3,1677.2815,1937.5562,-0.2851;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
898,3,1570.4148,1937.5562,-0.1602;0.0299;0.9529;0.8712;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
899,3,1175.0471,1937.5562,-0.1602;0.0299;0.9529;0.8370;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1619;-0.2284;-1.0000
900,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
901,3,1537.5969,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7096;-0.7607;-0.4079;-0.1039;0.6709;0.2895;-0.2284;-1.0000
902,3,1123.0998,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9331;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
903,3,1740.8921,1937.5562,-0.1602;0.0299;0.9529;0.7687;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9479
904,3,1553.1216,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7687;-0.7607;-0.6434;-0.2086;0.6709;0.2895;-0.2284;-1.0000
905,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
906,3,1613.2463,1937.5562,-0.1602;0.0299;0.9529;0.7593;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
907,3,1617.1512,1937.5562,-0.1602;0.0299;0.9197;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
908,3,1452.6712,1937.5562,-0.1602;0.0299;0.9529;0.8541;-0.7794;-0.7607;-0.4079;-0.4319;0.6709;0.2895;-0.2284;-1.0000
909,3,1602.5520,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4852;-0.2086;0.6709;0.2895;-0.2284;-1.0000
910,3,1749.6775,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0698;-1.0000
911,3,1666.7960,1937.5562,0.0121;0.0299;0.9529;0.9400;-0.7794;-0.6526;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
912,3,1611.1101,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4012;-0.2284;-1.0000
913,3,1380.3024,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7894;0.2895;-0.2284;-1.0000
914,3,1028.0415,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.4466;0.6709;0.2895;-0.2284;-1.0000
915,3,1749.4615,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.8882;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
916,3,1449.1046,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
917,3,829.8623,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.4813;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
918,3,1588.5436,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6008;0.2895;-0.3183;-1.0000
919,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
920,3,1702.2330,1937.5562,-0.1602;0.0299;0.9529;0.8124;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
921,3,1788.4799,1937.5562,-0.2538;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
922,3,1838.0846,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.6548
923,3,1572.1002,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8130;-0.4079;-0.2166;0.6709;0.2895;-0.2284;-1.0000
924,3,1903.8136,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6707;0.2895;-0.2284;-1.0000
925,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
926,3,1754.0339,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7651
927,3,1154.9861,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2820;-0.2284;-1.0000
928,3,1759.0724,1937.5562,-0.1602;-0.2449;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3579;-1.0000
929,3,1800.8741,1937.5562,-0.1602;0.1033;0.9989;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
930,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
931,3,1781.2510,1937.5562,-0.1602;0.0812;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
932,3,1848.2235,1937.5562,-0.0969;0.1012;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
933,3,1820.1945,1937.5562,-0.1602;0.0299;0.8967;0.9400;-0.7794;-0.8649;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
934,3,1630.8814,1937.5562,-0.1602;0.0299;0.8182;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
935,3,1623.7187,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4520;-1.0000
936,3,1089.8667,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.5501;0.1635;0.6709;0.2895;-0.2284;-1.0000
937,3,1775.6519,1937.5562,-0.1602;-0.1124;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
938,3,1528.3340,1937.5562,-0.1719;0.0299;0.9529;0.9400;-0.7794;-0.8049;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
939,3,1507.3530,1937.5562,-0.0857;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5618;0.2895;-0.2284;-1.0000
940,3,1625.1001,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2994;0.6709;0.2895;-0.2284;-1.0000
941,3,1504.6557,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.7158;-0.2086;0.6709;0.2895;-0.2284;-1.0000
942,3,1591.4935,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5875;0.2895;-0.2284;-1.0000
943,3,1099.2392,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.1581;0.6709;0.2895;-0.2284;-1.0000
944,3,1609.3625,1937.5562,-0.1602;-0.0266;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
945,3,1710.7059,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4661;-0.2086;0.6709;0.2895;-0.2284;-1.0000
946,3,1821.7654,1937.5562,-0.1602;0.0299;0.9425;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2212;-1.0000
947,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
948,3,668.0123,1937.5562,-0.2102;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0280;0.6709;0.2895;-0.2284;-1.0000
949,3,1590.0943,1937.5562,-0.2074;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
950,3,1047.5695,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3521;-0.2086;0.5554;0.2895;-0.2284;-1.0000
951,3,1701.2349,1937.5562,0.0279;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
952,3,1877.0943,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.1439;-1.0000
953,3,1490.9263,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2448;-0.2086;0.6709;0.2895;-0.2284;-1.0000
954,3,1203.3071,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9950;-0.4079;-0.4400;0.6709;0.2895;-0.2284;-1.0000
955,3,1677.8030,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8628;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
956,3,1776.0289,1937.5562,-0.1133;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
957,3,1729.2762,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.5961;-0.4079;-0.2086;0.6709;0.2895;-0.1452;-1.0000
958,3,1559.0684,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6892;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
959,3,1596.0338,1937.5562,-0.1022;0.0299;0.9529;0.8277;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
960,3,1710.9360,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1136;-1.0000
961,3,1691.5843,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0969;0.6709;0.2895;-0.3834;-1.0000
962,3,664.1684,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9569;0.2895;-0.2284;-1.0000
963,3,1759.0804,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6047;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
964,3,1148.2283,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4555;-0.2284;-1.0000
965,3,1720.4031,1937.5562,-0.2241;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
966,3,1733.2219,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9411;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
967,3,1502.7720,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1805;-0.2284;-1.0000
968,3,1637.1051,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7590;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
969,3,1725.5813,1937.5562,0.0136;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
970,3,1314.4477,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3394;0.2895;-0.2284;-1.0000
971,3,634.4111,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3971;0.2895;-0.2284;-1.0000
972,3,1684.9970,1937.5562,-0.1602;0.0299;0.8171;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.2189;-1.0000
973,3,1629.3033,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6290;-0.7607;-0.4079;-0.2086;0.5563;0.2895;-0.2284;-1.0000
974,3,1677.6038,1937.5562,-0.3020;0.0299;0.8765;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
975,3,1672.1520,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8100;0.2895;-0.2284;-1.0000
976,3,1372.4434,1937.5562,-0.2357;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
977,3,1678.6029,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.1348;-0.2086;0.6709;0.2895;-0.2284;-1.0000
978,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
979,3,1231.6300,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2568;0.6709;0.2895;-0.2284;-1.0000
980,3,1633.3483,1937.5562,0.0480;-0.0867;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
981,3,1536.7889,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4853;-0.2086;0.6709;0.2895;-0.2284;-1.0000
982,3,1583.6355,1937.5562,-0.1602;0.1404;0.9529;0.7853;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
983,3,1794.7781,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3339;-1.0000
984,3,1207.8712,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7889;0.2895;-0.2284;-1.0000
985,3,1410.5581,1937.5562,-0.1602;-0.1703;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
986,3,1484.4659,1937.5562,-0.1602;-0.0102;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
987,3,1609.4683,1937.5562,-0.1602;0.1649;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4055;-1.0000
988,3,1002.2152,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9106;0.2895;-0.2284;-1.0000
989,3,1659.7237,1937.5562,-0.1602;0.0299;0.9529;0.9587;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
990,3,1612.1625,1937.5562,-0.1602;0.0299;0.8591;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
991,3,1235.8872,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1139;0.6709;0.2895;-0.2284;-1.0000
992,3,1587.8086,1937.5562,-0.1602;0.0299;0.8997;0.9400;-0.7794;-0.7607;-0.5220;-0.2086;0.6709;0.2895;-0.2284;-1.0000
993,3,1575.0787,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7505;0.2895;-0.2284;-1.0000
994,3,1763.2503,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.5313;-0.2086;0.6709;0.2895;-0.2284;-1.0000
995,3,1247.6750,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6637;0.2895;-0.2284;-1.0000
996,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
997,3,1658.6198,1937.5562,-0.3604;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1033;-1.0000
998,3,1325.9189,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3695;-0.2284;-1.0000
999,3,1713.0711,1937.5562,-0.1602;-0.0735;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1000,3,1148.6983,1937.5562,-0.1602;0.0834;0.9529;0.9400;-0.8017;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1001,3,1432.2297,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6925;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1002,3,1202.3923,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2856;-0.2086;0.6709;0.4047;-0.2284;-1.0000
1003,3,1672.5571,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6944;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1004,3,1761.2980,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1936;-1.0000
1005,3,1605.3035,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9719;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1006,3,1667.5479,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7109;0.2895;-0.2284;-1.0000
1007,3,1792.2480,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0785;-1.0000
1008,3,1416.4922,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5110;-1.0000
1009,3,1266.1400,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.3719;0.6709;0.2895;-0.2284;-1.0000
1010,3,1763.6492,1937.5562,-0.2104;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
